CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
801	1019	12	0.9434	-176.106
801	3050	12	0.9596	-6.136
801	3204	12	0.9484	-20.152
801	3296	12	0.9446	-34.172
801	3297	12	0.9579	-34.167
965	3040	12	0.911	-6.136
3036	3040	12	0.9048	44.027
3040	3043	12	0.9072	44.027
3040	3176	12	0.9193	-14.016
3040	3270	12	0.8998	-28.037
965	3279	12	0.9367	-34.167
3176	3279	12	0.9397	-14.016
3258	3279	12	0.93	44.031
3271	3279	12	0.9277	44.026
3279	3284	12	0.9379	44.022
3279	3286	12	0.9394	44.027
3279	3291	12	0.9393	88.048
911	3284	12	0.9501	-34.172
3043	3284	12	0.9343	-28.037
3270	3284	12	0.9194	44.027
3271	3284	12	0.9329	88.048
3284	3286	12	0.946	0.005
3284	3292	12	0.9329	44.031
3284	3296	12	0.9391	88.053
852	3198	12	0.9446	-20.152
3046	3198	12	0.958	-14.016
3176	3198	12	0.9421	88.053
3186	3198	12	0.937	44.026
3198	3199	12	0.9569	0.001
